BS_test,IBS_test,BS_train,IBS_train
0.23443147714105694,0.14281826156131544,0.1174452838772499,0.07679705399627587
0.22637914006460783,0.13230702716039322,0.12763750419625033,0.08440379605711486
0.20681543921768256,0.13808288586455914,0.12088616504652003,0.08192112038596439
0.24538263839252003,0.16737435514976695,0.1344947823947692,0.07638578150428767
0.2534732319092211,0.16105397419060014,0.14522323218928532,0.07539338572436342
0.27980109938545283,0.15304676839803494,0.12518661413745957,0.08061097236711286
0.2746013049148607,0.18228585710956763,0.10830185111213049,0.07808673273897973
0.2992151859487365,0.1752035103717098,0.1258398447805223,0.07987752882279567
0.21334104021087053,0.14278956001201043,0.12039939354230937,0.07423607207864923
0.23905306242884208,0.14831677090554685,0.10803994188751657,0.06597749167697725
0.2686091116737581,0.17636574320855736,0.12005745470072819,0.08638610501957736
0.18793393696949753,0.11122448304361651,0.11442876522516979,0.07787574276177606
0.2175430295673362,0.11026964707668048,0.12250718827552601,0.07882389211232806
0.22920367799717364,0.1502767637161015,0.12016813469924875,0.0664240738686244
0.2332309036396959,0.14609816943366055,0.12982189117427906,0.08706982122950342
0.21233238527264636,0.13945888179009575,0.10049957641692356,0.05640978339088631
0.24420948427557937,0.15957440915703544,0.10790193697366006,0.07027506263878489
0.21823482127059213,0.1441783131510376,0.12395938600917425,0.08793449615438258
0.2566316363061943,0.17005921032460364,0.11978167270433006,0.07985713210823937
0.24969365029715485,0.15877588247111976,0.11049901518521647,0.08087595307312362
0.23138944148939966,0.13533012952821433,0.17842712439163344,0.11667289030320915
0.19831503723903504,0.1207939025542025,0.11470627301975826,0.07001671454970802
0.25002037379430364,0.15919669149135973,0.13548795838485647,0.08615780944921642
0.2392812967536267,0.15788836043838167,0.13270788755312332,0.08120099795857655
0.23237518596400836,0.13578497107318174,0.13393283828178515,0.0693630809551475
0.18263864396566698,0.12183765553807446,0.1175700751393542,0.06787662359591648
0.23985303290647253,0.14298661281442887,0.09797559015147332,0.06280056630156709
0.22311235428779375,0.15021255872634912,0.10960269179664518,0.08181248062834014
0.21911670222229077,0.1365356733424452,0.10695151270724707,0.06002129721848749
0.2504386449065082,0.13586892393769856,0.1340630541696222,0.08984339538645729
0.2456869184802025,0.16237999826839833,0.13321962782914099,0.0948965363481429
0.23967186139682706,0.12895513039857065,0.12478561249253982,0.07929179807827895
0.1911500454378283,0.11696014062695573,0.14485205485443517,0.08724962594783721
0.23010627468831468,0.16300581315613796,0.09781450743104071,0.06297105610420316
0.2305865100475869,0.13209922056382117,0.10509076443765604,0.07810629577158773
0.19234038472486994,0.1311149305863645,0.1526577048259238,0.08546835877559278
0.23654632398309566,0.13093345312926635,0.1182161911539165,0.07908084553284953
0.2532602333637547,0.13333251041436875,0.12613592383213498,0.08150781965337964
0.21468876993929126,0.12686910198369145,0.12879664893679416,0.07152613002328399
0.2533003440926012,0.15208492890303307,0.10011356007092298,0.06491384039714353
0.22641412438344544,0.15299516459955093,0.1190813654781918,0.07264616112989246
0.23017135389590296,0.14392232922335577,0.11588613304493493,0.07318112310392859
0.2403432586891549,0.15112272789102096,0.09525204650592907,0.04776396201372876
0.258326450523418,0.1497257581854753,0.11408819482945504,0.06181158509064137
0.22470946600129602,0.13650432208482893,0.10024086561665752,0.06888694736008273
0.24657112274682708,0.17778951578820532,0.14806920165826792,0.0916023037886393
0.23363756853432155,0.15917890589455302,0.13867414794710228,0.07927907044178338
